run_id,stage,kind,timestamp,elapsed_s,epoch,step,tokens,padded_tokens,ce_nats,bits_per_token,balance,total_loss,lr,masked_accuracy,tok_per_s,padded_per_s,mfu,pad_frac,token_budget,n_oom,peak_gib,note,perplexity
20260923T200250Z,stage1_mlm,event,2026-09-23T20:02:55+00:00,5.2,,0,0,,,,,,,,,,,,8192,1,,OOM #1: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:02:57+00:00,7.2,,0,0,,,,,,,,,,,,8192,2,,OOM #2: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:01+00:00,11.3,,0,0,,,,,,,,,,,,8192,3,,OOM #3: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:04+00:00,14.3,,0,0,,,,,,,,,,,,8192,4,,OOM #4: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:07+00:00,17.2,,0,0,,,,,,,,,,,,8192,5,,OOM #5: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:09+00:00,18.9,,0,0,,,,,,,,,,,,8192,6,,OOM #6: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:12+00:00,22.0,,0,0,,,,,,,,,,,,8192,7,,OOM #7: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:14+00:00,23.9,,0,0,,,,,,,,,,,,8192,8,,OOM #8: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:16+00:00,25.7,,0,0,,,,,,,,,,,,8192,9,,OOM #9: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:18+00:00,27.7,,0,0,,,,,,,,,,,,8192,10,,OOM #10: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:21+00:00,30.6,,0,0,,,,,,,,,,,,8192,11,,OOM #11: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:23+00:00,32.7,,0,0,,,,,,,,,,,,8192,12,,OOM #12: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:25+00:00,34.8,,0,0,,,,,,,,,,,,8192,13,,OOM #13: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:27+00:00,36.8,,0,0,,,,,,,,,,,,8192,14,,OOM #14: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:30+00:00,39.5,,0,0,,,,,,,,,,,,8192,15,,OOM #15: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:32+00:00,42.2,,0,0,,,,,,,,,,,,8192,16,,OOM #16: token budget -> 8192,
20260923T200250Z,stage1_mlm,event,2026-09-23T20:03:34+00:00,44.1,,0,0,,,,,,,,,,,,8192,17,,OOM #17: token budget -> 8192,
